ID,Title,Description,Author,Date,Subject,Text,Keywords
407,Tweede verdachte opgepakt voor betrokkenheid bij belagen PowNed op Ameland ,De politie heeft een tweede verdachte opgepakt in het onderzoek naar de incidenten rond het Sunneklaasfeest op Ameland. Het gaat om een 22-jarige bewoner van het eiland., Door onze nieuwsredactie ,2023-12-16T16:43:22+01:00, Media ,"De politie heeft een tweede verdachte opgepakt in het onderzoek naar de incidenten rond het Sunneklaasfeest op Ameland. Het gaat om een 22-jarige bewoner van het eiland. Eerder werd al een 31-jarige Amelander opgepakt. Beide mannen zijn inmiddels weer vrij, maar blijven verdachten. Een cameraploeg van PowNed werd op 5 december belaagd door Amelanders toen de omroep verslag wilde doen van het Sunneklaasfeest, een lokale variant van Sinterklaas. Bij het feest zijn alleen bewoners van Ameland welkom. De eilanders proberen altijd geheimzinnig te blijven over het feest. Volgens de Amelanders was PowNed verteld dat de cameraploeg niet welkom was. Toen de journalisten alsnog arriveerden, werden zij achtervolgd door een groep van tussen de twintig en dertig eilanders. Op beelden was te zien dat de auto van de journalisten werd geramd. De omroep heeft naar aanleiding van het incident op Ameland meerdere aangiften ingediend. Ook de Amelanders zeggen dat ze aangifte hebben gedaan. Demissionair justitieminister Dilan Yesilgöz reageerde fel op de gebeurtenissen op Ameland. ""De basis is: je blijft met je poten van de pers"", zei Yesilgöz. ""En vervolgens is het aan ons - de politiek, de politie en het Openbaar Ministerie - om te zorgen dat ernaar wordt gehandeld als dat niet zo is. Ik praat hier passievol over omdat het een van de fundamenten van onze rechtsstaat is."" ","Media, Powned, Ameland"
408,"Gemoedelijke uitgaanssfeer slaat om in Tilburg: zes arrestaties, agent gewond ",In de nacht van zaterdag op zondag zijn zes arrestaties verricht in het uitgaanscentrum van Tilburg. De politie meldt dat de gemoedelijke sfeer omsloeg rond 3.00 uur met verschillende opstootjes en vechtpartijen tot gevolg. Een agent raakte hierbij gewond., Door onze nieuwsredactie ,2023-12-17T10:49:48+01:00, Binnenland ,"In de nacht van zaterdag op zondag zijn zes arrestaties verricht in het uitgaanscentrum van Tilburg. De politie meldt dat de gemoedelijke sfeer omsloeg rond 3.00 uur met verschillende opstootjes en vechtpartijen tot gevolg. Een agent raakte hierbij gewond. ""De agent kreeg enkele klappen in het gezicht en eindigde de dienst met flinke hoofdpijn"", schrijft de politie Tilburg op Twitter. De politieman heeft aangifte gedaan. Hij fietste over de Korte Heuvel iets na 3.00 uur en zag een ruzie tussen twee mannen. De ene sloeg de ander met gebalde vuist. Samen met een collega probeerde de agent de vechtende mannen uit elkaar te halen. De agent werd daarbij meerdere keren tegen het hoofd geslagen. Naast flinke hoofdpijn liep de politieman een verwonding op aan zijn voorhoofd en kampt hij met een pijnlijk rechteroog. De agressieve 21-jarige Tilburger werd opgepakt. In het centrum werd een 35-jarige Tilburger opgepakt wegens openbare dronkenschap. Ook werden nog eens vier Tilburgers, in de leeftijd van 21 tot en met 29 jaar, opgepakt voor het verstoren van de openbare orde. ","Binnenland, Tilburg"
409,Gerard Joling doneert onderbroek bij aftrap Serious Request 2023 in Nijmegen ,"Serious Request 2023 wordt zondag afgetrapt op de Grote Markt in Nijmegen. De goededoelenactie van NPO3FM, waarbij dj's tot Kerstavond niet mogen eten, staat deze keer in het teken van Stichting ALS Nederland.", Door onze nieuwsredactie ,2023-12-17T09:48:33+01:00, Media ,"Serious Request 2023 wordt zondag afgetrapt op de Grote Markt in Nijmegen. De goededoelenactie van NPO3FM, waarbij dj's tot Kerstavond niet mogen eten, staat deze keer in het teken van Stichting ALS Nederland. Op de Grote Markt in Nijmegen worden zondagavond NPO 3FM-dj's Barend van Deelen, Sophie Hijlkema en Wijnand Speelman opgesloten in het Glazen Huis. Zij hopen zoveel mogelijk geld op te halen voor de strijd tegen de ziekte ALS. De radiomakers mogen tot en met Kerstavond niet eten en moeten bij binnenkomst in het huis ook hun telefoon inleveren. De actie is de hele week te volgen bij 3FM en via NPO Start. Gerard Joling draagt zijn steentje bij door een van zijn onderbroeken in te zetten als prijs bij donatie. Iedere luisteraar die 10 euro doneert via de veilingsite van 3FM maakt kans op de blauwe onderbroek inclusief handtekening van Joling op de rechterpijp. Diggy Dex is bij de kick-off aanwezig en in de avond treden ook Sunnery James en Ryan Marciano op. Gedurende de actieweek komen ook andere artiesten langs, onder wie Tom Odell, Chef'Special, Kraantje Pappie en S10. Ook René Froger, De Staat, MEAU en Kris Kross Amsterdam brengen een bezoek aan de opgesloten dj's of geven een optreden op het grote podium naast het Glazen Huis. Normaal gesproken trekt de actie veel bekijks. Bezoekers kunnen de eerste dag van de actie rekenen op een droge dag met af en toe zon, voorspelde Weeronline. Vanaf maandag gaat het vaker regenen en blijft het de hele week bewolkt. ","Media, 3fm, Serious Request, Npo 3fm, Nijmegen, Nederland, Gerard Joling"
410,Oud-assistente van Marilyn Manson mag haar aanklacht toch doorzetten ,"De voormalige assistent van Marilyn Manson mag haar aanklacht tegen de artiest doorzetten. De zaak werd in mei 2022 geseponeerd, maar in hoger beroep is besloten dat de vrouw de 54-jarige zanger toch mag aanklagen voor onder meer aanranding.", Door onze entertainmentredactie ,2023-12-14T13:46:20+01:00, Muziek ,"De voormalige assistent van Marilyn Manson mag haar aanklacht tegen de artiest doorzetten. De zaak werd in mei 2022 geseponeerd, maar in hoger beroep is besloten dat de vrouw de 54-jarige zanger toch mag aanklagen voor onder meer aanranding. Ashley Walters diende in 2021 een aanklacht in tegen de Amerikaanse zanger. Het vermeende seksuele wangedrag zou hebben plaatsgevonden in de periode dat zij voor Manson werkte, in 2010 en 2011. Naast aanranding beschuldigt Walters de zanger ook van mishandeling. Naar eigen zeggen diende Walters haar aanklacht pas tien jaar later in, omdat zij haar traumatische herinneringen had onderdrukt. De aanklacht werd vorig jaar verworpen omdat het vermeende wangedrag van de zanger was verjaard. Maar een hogere rechter was het daar niet mee eens en maakte de eerdere beslissing ongedaan. Meerdere vrouwen hebben Manson in de afgelopen jaren beschuldigd van seksueel wangedrag. Naast Walters ging het om onder anderen zijn voormalige vriendin Evan Rachel Wood. De zanger heeft alle beschuldigingen altijd ontkend. Wel trof hij meerdere keren een schikking met vrouwen die hem beschuldigden. ","Muziek, Marilyn Manson, Grensoverschrijdend Gedrag, Media En Cultuur"
411,Transferblog , , Door onze sportredactie ,2023-12-19T10:09:57+01:00, Kamp-Boadu boos op Monaco: club weigert verhuur aan Twente ,  ,"Kamp-boadu, Monaco, Twente, Voetbal, Transfernieuws, Transferblog"
412,Zoon Cher wil niet dat zijn moeder zijn bewindvoerder wordt ,"Elijah Blue Allman is het niet eens met zijn moeder Cher, die de rechter onlangs vroeg of zij de bewindvoerder van haar zoon kan worden. De 47-jarige Allman stelt dat hij geen drugsgerelateerde problemen heeft.", Door onze entertainmentredactie ,2024-01-24T08:24:40+01:00, Achterklap ,"Elijah Blue Allman is het niet eens met zijn moeder Cher, die de rechter onlangs vroeg of zij de bewindvoerder van haar zoon kan worden. De 47-jarige Allman stelt dat hij geen drugsgerelateerde problemen heeft. In rechtbankdocumenten die in het bezit zijn van TMZ beweert Allman dat hij niet meer drinkt en zijn rekeningen betaalt. Ook zou hij in staat zijn het geld te beheren dat hij ontvangt uit een trust van zijn overleden vader, de muzikant Gregg Allman. De 77-jarige Cher beweerde eerder dat zij zich zorgen maakt over de ""ernstige mentale en drugsgerelateerde problemen"" van Allman. Volgens de zangeres is haar zoon door die problemen niet in staat om voor zichzelf te zorgen. Ook de vrouw van Allman, Marieangela King, heeft een verklaring afgelegd. Zij herhaalde daarin de eerdere bewering dat Cher mensen ingehuurd zou hebben om haar zoon te ontvoeren. Vervolgens zou ze hem hebben laten opnemen in een Mexicaanse afkickkliniek. Allman zou twee maanden lang tegen zijn wil in behandeld zijn in de kliniek. Cher ontkent dat. Daarnaast stelt King dat Cher zelf niet geschikt is om als bewindvoerder op te treden. Zo zou ze mensen in dienst hebben die haar rondrijden, aankleden en voor haar koken. Ook zou ze aan King hebben verteld dat ze manisch depressief is. Op 6 maart besluit de rechter of Cher de bewindvoerder van Allman mag worden. ","Achterklap, Cher, Zoon"
413,StukTV-presentator Stefan Jurriens en zijn vriendin gaan trouwen ,StukTV-presentator Stefan Jurriens heeft zijn vriendin Fleurtje ten huwelijk gevraagd. De 31-jarige presentator deelt beelden van het aanzoek op Instagram., Door onze entertainmentredactie ,2024-01-28T12:48:16+01:00, Achterklap ,"StukTV-presentator Stefan Jurriens heeft zijn vriendin Fleurtje ten huwelijk gevraagd. De 31-jarige presentator deelt beelden van het aanzoek op Instagram. Op de video is te zien hoe Jurriens op één knie gaat en vanonder het bed een ring tevoorschijn haalt. ""Yes"", schrijft de presentator bij de beelden. Jurriens is inmiddels negen jaar samen met zijn vriendin. Jurriens is vooral bekend als presentator van het YouTube-kanaal StukTV. Samen met Giel de Winter en Thomas van der Vlugt maakt hij nu bijna veertien jaar video's voor dit kanaal. In het YouTube-programma voeren ze opdrachten uit die door het publiek zijn aangedragen. ","Achterklap, Stuktv, Stefan Jurriens, Fleurtje Ten Huwelijk"
414,"Concurrenten van Red Bull willen in de aanval, maar kunnen ze het ook? ","De Formule 1-wereld komt langzaam uit de winterslaap. Het Red Bull van Max Verstappen verslaan, dat wil de concurrentie. Maar nog zonder dat er een auto werd onthuld, is al duidelijk hoe lastig die uitdaging wordt.", Door Joost Nederpelt ,2024-01-20T07:23:15+01:00, NU+ Formule 1 ,"De Formule 1-wereld komt langzaam uit de winterslaap. Het Red Bull van Max Verstappen verslaan, dat wil de concurrentie. Maar nog zonder dat er een auto werd onthuld, is al duidelijk hoe lastig die uitdaging wordt. Steeds nadrukkelijker blijkt hoe complex de huidige generatie Formule 1-auto's is. Geen wonder dat ook topteams nog steeds worstelen met het huidige technische reglement. In het tweede jaar van de nieuwe regels bleek zowel Ferrari als Mercedes nog zoekende, terwijl Red Bull juist een grote stap vooruit zette. Het team van Verstappen heeft direct in 2022 de puzzel al goed gelegd en kon vorige winter nog veel overtollig gewicht van de auto afschaven. Dat is de beste manier om een auto sneller te maken. Er is namelijk geen keerzijde. De RB19 was door een combinatie van factoren bijna onverslaanbaar. Gewicht was een van die factoren. Een auto moet minimaal 798 kilo wegen. Dat is veel zwaarder dan in het verleden, maar de complexe turbo hybride-motoren waarmee de koningsklasse rijdt zijn ook zwaar. Veel auto's zaten er vorig jaar nog boven. Niet geheel toevallig is zwart tegenwoordig een populaire kleur onder Formule 1-teams. Dat is de kleur van koolstofvezel, waardoor er geen andere lak overeen hoeft. Dat scheelt weer in gewicht. McLaren presenteerde deze week alvast de kleurstelling voor 2024. Dat team zegt dan wel 'papaya-oranje' te zijn, maar wie goed kijkt ziet weer vooral zwart koolstofvezel. Optimisme overheerst bij McLaren, dat de technische staf flink heeft uitgebreid met David Sanchez van Ferrari en, belangrijker, Rob Marshal van Red Bull. Nam die enkele geheimen van de kampioensauto mee? Wie weet. McLaren is wel heel duidelijk over de koers, die vorig jaar werd ingezet met versterkingen op de aerodynamische afdeling. Met resultaat: eind vorig jaar was het vaak de tweede auto. Alleen niet overal. Ferrari was het gehele seizoen druk met het herstellen van een mislukte auto. Daar slaagde het Italiaanse team aardig in, waarbij steeds werd benadrukt hoeveel het had geleerd. Dat moet nu zichtbaar worden in de nieuwe auto. Volgens Italiaanse media zou Ferrari eindelijk op het minimumgewicht zitten. Ook doken er verhalen op dat Ferrari voor de nieuwe auto veel 'downforce' heeft gevonden. Daarbij moet altijd de vraag worden gesteld: ten koste van wat? Het is mooi als de auto in de bochten extra op de weg wordt gedrukt, maar dat betekent doorgaans ook extra luchtweerstand op de rechte stukken. Niet dat ze dat bij Ferrari niet weten. Meestal moet er een korreltje Italiaans zeezout bij dit soort verhalen. Mercedes verlengde het contract van James Allison. De technisch directeur werd door Toto Wolff ""de indrukwekkendste technische leider in de sport"" genoemd. Na twee magere jaren onder de regie van de inmiddels vertrokken Mike Elliott is de hoop gevestigd op Allison. Zelf is de Brit bescheiden, maar vanuit het team komen geluiden dat de nieuwe auto bepaalde door de coureurs verafschuwde eigenschappen eindelijk kwijt is, zoals de instabiele achterkant. Door schade en schande weet Mercedes inmiddels ook dat je niets hebt aan grote hoeveelheden downforce bij een extreem lage rijhoogte, als je met die rijhoogte bijna nergens kunt rijden. En Ferrari moet nu toch doorhebben dat snelle kwalificatierondjes weinig opleveren als de banden dat tempo in de race niet volhouden. McLaren moet na een fraaie wederopstanding nog ontdekken hoe ze de auto consistenter én gemakkelijker bestuurbaar maken. En Aston Martin weet nu dat een goed begin slechts het halve werk is. Je moet een auto wel kunnen blijven ontwikkelen gedurende het seizoen. Red Bull-teambaas Christian Horner zal glimlachend aanhoren wat de concurrenten over zijn formatie zeggen. Zo vreest McLaren-baas Zak Brown dat Red Bull ""in de virtuele wereld gewoon verder is gegaan met ontwikkelen en straks weer een grote voorsprong heeft"". Allison stelde namens Mercedes, dat ""men zelfs bij Red Bull niet rustig zal slapen, omdat je nooit weet wat de concurrentie brengt"". Maar ook Allison weet als direct betrokkene bij de succesperiodes van Ferrari én Mercedes dat een dominante formatie niet zomaar een voorsprong inlevert als er niets drastisch met de regels gebeurt. Die blijven in 2024 ongewijzigd. Red Bull is onder alle omstandigheden en met verschillende rijhoogtes sterk, andere teams moeten dat nog uitvogelen. Het team van Max Verstappen denkt alweer vooruit. Zo was de RB19 niet geweldig over hobbels en kerbstones en dat wil het technische team van Adrian Newey en Pierre Waché zeker verbeteren. Het zijn vervolgstappen vanuit een positie die de concurrentie nog moet bereiken. Zo blijft Red Bull de anderen voor. Het verleden leert hoelang zoiets kan doorwerken. Zo werd Sebastian Vettel van 2010 tot en met 2013 wereldkampioen met Red Bull, in één periode van technische regels. Daarna kwam de regelset van 2014 tot en met 2016, die totaal werd gedomineerd door Mercedes en hun sterke hybride motor. Daar profiteerden ze ook nog van tijdens het volgende regelpakket, van 2017 tot en met 2021. Natuurlijk, Ferrari won races in die periode, Red Bull won races, maar Mercedes pakte tot en met 2020 alle titels. Tót de FIA voor 2021 een ingreep aan de vloer doorvoerde die (waarschijnlijk bewust) slecht uitpakte voor het team van Lewis Hamilton. Daarover hoefden ze niet te zeuren, het reglement was voor iedereen gelijk. Het bewijst vooral dat er echt iets moet veranderen om dominantie te stoppen. Bij topteams in de Formule 1 werken mensen met veel expertise, die weten hoe ze hun voordeel moeten vasthouden. De kans dat Red Bull dat komend seizoen opeens niet kan, is op basis van het verleden in elk geval gering. De consensus is dat het veld dichter bij elkaar komt. ""Dat zie je altijd als de regels langer hetzelfde blijven"", zei Christian Horner, teambaas van Red Bull, meermaals. En inderdaad, inmiddels weten de topteams wel waar ze heen moeten met de auto. Dat Red Bull het gehele veld nog eens een jaar lang oprolt, is daarom minder realistisch. Er komt meer tegenstand. Al heeft Verstappen vaak genoeg aangetoond dat hij daar ook zonder een dominante auto mee kan afrekenen. ","Formule 1, Mercedes, Red Bull Racing, Christian Horner, Max Verstappen"
415,Heremietkreeften gebruiken ons plastic afval als kunstmatige schelp ,Heremietkreeften gebruiken normaal gesproken schelpen als pantser voor hun lichaam. Maar door al het plastic afval in zee worden ze steeds creatiever: twee derde van de dieren gebruikt dat nu als een kunstmatige schelp., Door onze nieuwsredactie ,2024-01-26T09:58:29+01:00, Dieren ,"Heremietkreeften gebruiken normaal gesproken schelpen als pantser voor hun lichaam. Maar door al het plastic afval in zee worden ze steeds creatiever: twee derde van de dieren gebruikt dat nu als een kunstmatige schelp. Die conclusie trekken wetenschappers in het tijdschrift Science of the Total Environment. Hun aandacht werd getrokken door foto's van natuurliefhebbers die online verschenen. ""We zagen iets buitengewoons"", zegt onderzoeker Marta Szulkin van de universiteit van Warschau tegen BBC News. ""Ze hadden opeens een plastic dop of een stuk lamp op hun rug."" Samen met haar collega's vond ze bijna vierhonderd foto's van heremietkreeften die een kunstmatige schelp op hun rug dragen, voornamelijk dopjes van plastic flessen. Hoewel de onderzoekers de beelden ""bedroevend"" vonden, is het niet duidelijk of het dragen van dit plastic afval de dieren schaadt. Misschien helpt het de kreeften juist, zeggen de onderzoekers. ""Ik denk dat we echt moeten begrijpen dat we in een ander tijdperk leven en dat dieren gebruikmaken van wat voor ze beschikbaar is"", zegt Szulkin. Daarom willen de onderzoekers ook kijken wat dit doet voor de evolutie van de kreeften. Zo zou plastic een standaard alternatief kunnen worden als er te weinig schelpen zijn om uit te kiezen. Volgens Szulkin zijn lichtere, plastic 'schelpen' makkelijker te dragen en zouden ze zwakkere kreeften kunnen helpen om te overleven. ","Dieren, Wetenschap"
416,The Handmaid's Tale-actrice Elisabeth Moss in verwachting van eerste kindje ,Elisabeth Moss is in verwachting van haar eerste kindje. Dat bevestigde de The Handmaid's Tale-hoofdrolspeelster dinsdag in de talkshow Jimmy Kimmel Live!., Door onze entertainmentredactie ,2024-01-31T14:33:58+01:00, Achterklap ,"Elisabeth Moss is in verwachting van haar eerste kindje. Dat bevestigde de The Handmaid's Tale-hoofdrolspeelster dinsdag in de talkshow Jimmy Kimmel Live!. ""Ben je zwanger of ben je een hele toegewijde actrice?"", vroeg talkshowpresentator Jimmy Kimmel de actrice, verwijzend naar haar buik. ""Een beetje van beide"", reageerde de 41-jarige Moss. ""Het gaat heel goed."" Moss is vooral bekend van haar rol als June Osborne in The Handmaid's Tale. De serie gaat over een fictieve religieuze samenleving waarin vrouwen geen rechten meer hebben. De weinige vruchtbare vrouwen worden dienstmaagd en worden alleen nog gebruikt om kinderen te baren voor hooggeplaatste mensen. De actrice won een Emmy Award en een Golden Globe voor haar rol in de serie. Verder speelde Moss ook in de populaire serie Mad Men en de film The Invisible Man. De Brits-Amerikaanse actrice was tot 2011 getrouwd met komiek Fred Armisen. Ze houdt haar privéleven grotendeels geheim. Het is niet bekend met wie ze haar baby verwacht. ","Achterklap, Elisabeth, Jimmy Kimmel Live"
417,"Oud-wereldkampioen Anderson door op WK, Van Gerwen weet tegenstander ","Gary Anderson heeft zaterdag op overtuigende wijze de derde ronde bereikt van het WK darts in Londen. De tweevoudig wereldkampioen stuit nu mogelijk op Dirk van Duijvenbode, terwijl Michael van Gerwen weet wie zijn tegenstander is in de tweede ronde.", Door onze sportredactie ,2023-12-17T00:53:49+01:00, Sport Overig ,"Gary Anderson heeft zaterdag op overtuigende wijze de derde ronde bereikt van het WK darts in Londen. De tweevoudig wereldkampioen stuit nu mogelijk op Dirk van Duijvenbode, terwijl Michael van Gerwen weet wie zijn tegenstander is in de tweede ronde. De 52-jarige Anderson, die in 2015 en 2016 de wereldtitel veroverde, maakte indruk tegen Simon Whitlock. De Schot won met 3-0. Hij maakte het tegen de Australiër af met een 116-finish. Anderson is de nummer 21 van de wereldranglijst en lijkt zijn beste jaren achter zich te hebben liggen, maar de laatste maanden maakt hij een uitstekende indruk. Dat kan niet gezegd worden van Dirk van Duijvenbode, die kampt met een schouderblessure. Van Duijvenbode moet in de tweede ronde afrekenen met Boris Krcmar of Keegan Brown en als dat lukt wacht hem in de derde ronde een kraker tegen Anderson. Van Gerwen stuit in de tweede ronde op de Ier Keane Barry, zo weet hij nu. De 21-jarige Barry rekende zaterdagavond in de eerste ronde af met Reynaldo Rivera uit de Filipijnen (3-1). Ook Danny Noppert weet wie zijn tegenstander wordt in de tweede ronde. De Fries treft de Scott Williams, die de Japanner Haruki Muramatsu versloeg met 3-1. Evenals Van Gerwen zal Noppert als favoriet beginnen aan de partij. Noppert is de mondiale nummer zeven en de Engelsman staat 52e. ","Sport Overig, Wk Darts, Darts, Londen, Dirk Van Duijvenbode, Michael Van Gerwen, Gary Anderson"
418,Ook vrijdag gestrande zeehondenpups ontdekt op Texel: 'Moet iets gebeurd zijn' ,"Zeehondenopvang Ecomare kreeg deze week zo'n vijftien meldingen binnen van gestrande zeehondenpups op Texel. De laatste meldingen kwamen vrijdag binnen. ""Zoveel tegelijk, dan weet je dat er iets gebeurd is"", zegt dierverzorger Jarco Havermans tegen NU.nl.", Door onze nieuwsredactie ,2023-12-15T21:41:20+01:00, Dieren ,"Zeehondenopvang Ecomare kreeg deze week zo'n vijftien meldingen binnen van gestrande zeehondenpups op Texel. De laatste meldingen kwamen vrijdag binnen. ""Zoveel tegelijk, dan weet je dat er iets gebeurd is"", zegt dierverzorger Jarco Havermans tegen NU.nl. Door sterke wind en hoogwater zijn een flink aantal grijze zeehondenpups dit weekend van hun zandplaten afgespoeld. Zij spoelden aan op de stranden van de Waddeneilanden. Ook in Zeeland werden pasgeboren zeehonden gespot. De meeste meldingen kwamen rond het weekend binnen. Maar op Texel ontdekte een vrouw vrijdag nog drie dieren. Een daarvan was nog niet bekend bij Ecomare. Havermans denkt dat de dieren er al langer zijn, maar nog niet waren gespot. In totaal zijn er nu vijftien meldingen binnengekomen op Texel. Op Terschelling en Ameland is het lastiger te zeggen. ""Je staat er niet de hele tijd bij te markeren"", zegt strandingscoördinator Myrthe Zwik van Pieterburen. Zij noteerde zondag wel zeventien zeehonden, maar dat gaat om alle dieren die die dag door zeehondenwachters zijn gecheckt. Het grote aantal gestrande zeehondenpups is opvallend, maar niet gek. Het is namelijk midden in het broedseizoen van de grijze zeehond en de jonge dieren kunnen nog niet goed zwemmen. Dat komt door hun dikke vacht. ""Probeer maar eens met een bontjas aan te zwemmen"", zegt Havermans. De opvangcentra wachten 24 uur voordat ze een eenzame pasgeboren zeehond opnemen. Het kan namelijk heel goed dat de moeder nog komt opdagen om zelf voor de pup te zorgen. Moederdieren kunnen de pups vinden doordat deze heel hard kunnen roepen. Zo woont Havermans 1 kilometer van de haven waar een pup met zijn moeder ligt. ""Ik hoor hem in mijn achtertuin."" De gestrande dieren worden door de opvangcentra uit elkaar gehouden door middel van een verfstip. Een groot deel van de dieren die nu nog alleen op het strand zijn, zijn bewust door hun moeder achtergelaten. ""De zoogtijd is maar drie weken"", legt Havermans uit. Die dieren zijn al aan het verharen en moeten binnenkort zelf leren jagen. Zij redden het dus wel. Daarnaast zijn er vijf pups op Texel die door hun moeder worden verzorgd. Het is volgens Havermans uniek dat een koppel nu in de haven woont. Ook op Terschelling liggen twee pups met hun moeders op een opvallende plek: in de buurt van het monument. In de opvang van Ecomare zitten nog twee pups. Een daarvan is eigenlijk oud genoeg om voor zichzelf te zorgen, maar was erg mager en verzwakt. De ander heeft nog een witte vacht en een wond op de schouder. Bij Pieterburen zitten ook nog pups in de opvang. Als de dieren aangesterkt zijn, worden ze vrijgelaten. De zoogperiode duurt in de opvang wat langer dan wanneer een zeehondenmoeder dat doet. In de moedermelk zit 40 procent vet. ""Wij geven ze zalmpap en dat duurt wat langer"", legt Zwik uit. ""De meeste kunnen na twee maanden weer de zee in."" ","Dieren, Texel, Terschelling, Jarco Havermans, Nu.nl, Ecomare, Zeehondenopvang"
419,Amalia dankbaar voor felicitaties: 'Hebben mijn verjaardag nog specialer gemaakt' ,Prinses Amalia is iedereen dankbaar die haar heeft gefeliciteerd met haar twintigste verjaardag afgelopen donderdag. Dat deelt ze zondag op het officiële Instagram-account van het Koninklijk Huis., Door onze nieuwsredactie ,2023-12-10T14:54:47+01:00, Koningshuis ,"Prinses Amalia is iedereen dankbaar die haar heeft gefeliciteerd met haar twintigste verjaardag afgelopen donderdag. Dat deelt ze zondag op het officiële Instagram-account van het Koninklijk Huis. ""Heel veel dank voor alle felicitaties die ik ter gelegenheid van mijn twintigste verjaardag heb ontvangen. Alle hartverwarmende berichten hebben mijn dag nog specialer gemaakt"", schrijft Amalia bij een privéfoto. Donderdag was de oudste dochter van koning Willem-Alexander en koningin Máxima jarig. Ter gelegenheid daarvan gaf de Rijksvoorlichtingsdienst (RVD) al een nieuwe foto van haar vrij. Die was in december 2022 gemaakt op Paleis Noordeinde. Amalia is sinds haar achttiende verjaardag officieel troonopvolger van haar vader. Mocht koning Willem-Alexander iets overkomen, of besluit hij af te treden, dan gaat de troon naar Amalia. Het duurt nog even voordat de zussen van Amalia ook twintig worden. Prinses Alexia viert op 26 juni haar negentiende verjaardag en prinses Ariane wordt op 10 april zeventien jaar. ","Koningshuis, Prinses Amalia, Media En Cultuur"
420,Friends-soundtrack debuteert in Top 2000 na overlijden Matthew Perry ,"I'll Be There for You van The Rembrandts, het themalied van de tv-serie Friends, is nieuw in de Top 2000 binnengekomen. Het nummer staat voor het eerst in de Top 2000 na het overlijden van acteur Matthew Perry.", Door Michiel Vos ,2023-12-15T13:25:43+01:00, Muziek ,"I'll Be There for You van The Rembrandts, het themalied van de tv-serie Friends, is nieuw in de Top 2000 binnengekomen. Het nummer staat voor het eerst in de Top 2000 na het overlijden van acteur Matthew Perry. I'll Be There for You staat op de 1.224e plek. Het lied uit 1995 was aan het begin van elke aflevering van de sitcom te horen. Perry, die de rol van Chandler speelde in de serie, overleed eerder dit jaar op 54-jarige leeftijd. Van Tina Turner, die in mei op 83-jarige leeftijd overleed, stijgen al haar genoteerde nummers ten opzichte van vorig jaar. Ze staat negen keer in de lijst, met Proud Mary op 142 als hoogste notering. Sinéad O'Connor, die in juli op 56-jarige leeftijd overleed, stijgt met haar bekendste nummers Nothing Compares 2 U (98) en Troy (102). Ook de band The Pogues stijgt na het overlijden van frontman Shane MacGowan in november. De nummers Dirty Old Town (899) en Fiesta (1963) staan voor het eerst in de lijst. Fairytale of New York met Kirsty MacColl stijgt bijna duizend plekken, van 1.250 naar 252. De Top 2000, die wordt aangevoerd door Bohemian Rhapsody van Queen, begint zoals gebruikelijk op Eerste Kerstdag om 0.00 uur. De lijst wordt dit jaar gepresenteerd door onder anderen Paul Rabbering, Annemieke Schollaardt, Ruud de Wild en Morad El Ouakili. ","Muziek, Friends, Top 2000, Matthew Perry"
